
PRODTOUR_ID,TD_OverALL,Hotel,Meal,NPS
283162,4,3.92,3.76,0.846153846
253473,4,4.285714,4.166666,1
253659,4,3.848214,4.125,0.625
260933,4,4.724137,4.793103,0.933333333
262033,3.96,4.02,4.29,0.48
256978,3.6,3.688888,3.733333,0.333333333
261984,4,4.2625,4.278481,0.9375
253804,3.904761,3.879365,4.471698,0.636363636
268890,4,4.28125,4.25,0.555555556
256702,3.875,4.479166,4.825,1
278857,4,3.96875,4.458333,0.875
253485,4,4.738636,4.772727,1
257138,4,4.515625,4.479166,0.8125
285915,4,4.625,4.680555,0.96
259799,4,4,3.410891,0.6875
256977,3.961538,4.195121,4.635135,0.884615385
269913,3.916666,3.264705,4.407407,0.846153846
253944,4,4.173611,4.583333,0.918918919
254014,3.96,4.54,4.6,0.96
253663,4,4.231481,4.26923,0.666666667
253929,4,4.052083,4.397727,1
262099,3.85,3.25,4,0.772727273
257146,4,4.832,4.68,1
261918,4,4.369047,4.502976,0.964285714
257205,3.964285,4.741071,4.785714,0.928571429
256757,4,4.25,4.6,0.9
262023,4,3.691666,4.2,0.512195122
253871,3.90909,4.809523,4.523809,0.818181818
256737,3.954545,4.318181,4.340909,0.956521739
253583,3.75,3.866666,4.387096,0
256873,4,4.231578,4.605263,1
256893,4,4.37931,4.695121,0.862068966
282494,3.809523,3.783673,3.86,0.380952381
284225,3.727272,4.16129,4.482758,1
278703,4,4,4.418181,1
259812,3.866666,4.283333,4.533333,0.6
257054,4,4.604938,4.242424,0.882352941
256803,3.958333,3.783333,4.333333,0.75
253549,3.941176,4.317647,4.323529,1
253807,3.777777,4.444444,4.185185,0.777777778
252153,4,4.526315,4.803571,0.947368421
269015,3.967741,4.28387,4.48387,0.903225806
252134,3.9,4,4.4,0.95
262027,4,4.31746,4.203703,0.736842105
253995,4,3.491803,3.959183,0.142857143
278861,3.90909,4.428571,4.333333,0.818181818
256764,4,4.316666,4.5,0.9
256710,3.105263,4.342105,4.526315,0.842105263
256937,3.95,4.254901,4.179487,1
254012,4,4.629032,4.758064,0.96875
269898,3.555555,4.055555,4.470588,0.444444444
256846,4,4.488549,4.492307,0.939393939
260598,4,4.03125,4.421052,1
253652,3.636363,3.872727,3.545454,-0.090909091
261975,3.888888,3.972222,4.472222,0.944444444
262015,4,3.819444,4.253968,0.611111111
252132,4,4.38,4.475,0.9
253586,3.939393,3.309278,4.47619,0.878787879
257197,4,4.137931,4.655172,0.862068966
260612,3.722222,4.205882,4.5,0.888888889
260605,3.833333,4,4.25,0.571428571
256952,4,4.083333,4.391891,0.918918919
256933,3.916666,4.291666,4.5,0.833333333
253565,3.956521,4.446376,4.551724,0.956521739
256985,4,4.308823,4.323529,0.882352941
256857,4,4.375,4.644628,0.971428571
256906,4,4.166666,4.5,0.428571429
278824,4,4.238095,4.388888,1
253562,3.863636,4.05303,3.15909,0.636363636
253664,4,4.321989,4.4,0.923076923
257037,3.846153,4.507692,4.5,0.769230769
256727,4,4.638888,4.555555,0.923076923
260631,3.647058,3.843137,4.294117,0.941176471
262098,3.931034,4.047058,3.903508,0.551724138
259862,4,3.981818,4.681818,1
253777,4,4.363636,4.344827,1
253894,4,4.509259,4.481481,0.925925926
256774,3.884615,4.226562,4.411764,0.857142857
253665,4,4.078431,4.35,0.823529412
262028,4,3.945652,4.125,0.931034483
257129,3.944444,4.416666,4.875,0.891891892
261973,3.904761,3.095238,4.095238,0.818181818
260593,4,4.183333,4.541666,0.666666667
253504,4,4.457142,4.333333,1
252115,3.833333,4,4.055555,0.666666667
257173,3.961538,4.230769,4.189349,0.846153846
262006,4,4.529411,4.544117,0.857142857
261468,4,4.014285,4.4,0.714285714
253879,3.96,4.76,4.786666,0.96
253580,4,4.654545,4.636363,0.954545455
253475,4,4.294871,4.096153,0.961538462
253480,4,4.190476,4.285714,1
293407,3.964285,4.035714,4.166666,0.821428571
256792,4,4.185416,4.535714,1
253688,4,4.710526,4.68421,0.684210526
256958,3.95,3.956521,3.862745,0.238095238
256732,3.928571,4.309523,4.607142,0.928571429
256891,3.555555,3.851851,4.115384,0.444444444
282496,4,4.111111,3.913043,0.769230769
256925,3.727272,3.928571,4.431818,0.772727273
253633,4,4.45,4.616666,0.85
262094,4,4.616666,4.643939,1
268892,4,4.59375,4.666666,0.888888889
278874,4,4.327272,4.515151,0.785714286
269013,4,4.047619,4.396825,0.857142857
278821,4,4.288888,4.586666,0.875
257124,3.222222,3.592592,3.925925,0.6
257161,3.411764,3.843137,3.970588,0.705882353
262041,3.923076,3.974358,4.553191,0.730769231
253643,4,4.175,4.354166,0.8125
256773,4,4.331632,4.710526,0.866666667
261417,4,4.203703,4.629629,0.8
257126,3.913043,4.119565,4.260869,0.791666667
253627,3.933333,4.183333,4.174358,0.666666667
261938,4,4.294117,4.617647,0.764705882
256777,3.913043,3.864754,4.132075,0.791666667
257166,3.8,3.95,4.6,0.7
256957,3.5,3.333333,3.875,0.111111111
261447,3.761904,4.111111,3.138888,0.347826087
256918,4,4.416666,3.25,0.5
256731,3.428571,3.238095,3.285714,-0.285714286
253532,4,4.38,4.293333,1
256754,3.727272,3.515151,4.090909,0.909090909
269012,4,4.15,4.472222,0.916666667
253967,3.692307,4.038461,4.082191,0.5
257175,4,4.266666,4.16,0.846153846
253881,3.958333,4.135416,4.375,1
257153,3.941176,3.97647,3.941176,0.666666667
262039,3.974358,4.230769,3.94017,0.641025641
257060,3.25,4.05,4.131578,0.285714286
286562,3.818181,4,4.484848,0.833333333
261980,4,4.358974,4.415384,1
282489,4,4.564516,4.741935,1
253624,4,4.467741,4.532258,0.8125
253495,4,4.125541,4.530303,0.757575758
256837,4,4.692307,4.461538,1
256815,3.821428,3.737179,3.978723,0.413793103
253752,4,4.181159,4.043478,0.75
253602,3.333333,4.194444,4.333333,0.333333333
253799,4,4.166666,4.566666,0.916666667
256696,3.733333,3.866666,4.47619,0.75
252156,4,4.26,4.465517,0.782608696
261445,3.76923,4.358974,4.333333,0.923076923
257198,4,4.6875,4.708333,1
278881,4,4.603448,4.793103,0.827586207
256779,3.875,4.15,4.8125,0.75
278867,3.809523,4.412698,4.20238,0.761904762
253561,4,3.911764,4.142857,0.888888889
253744,4,3.84375,4.708333,0.25
253520,4,4.328395,4.453125,0.892857143
252116,3.75,4.270833,4.434782,0.75
257020,4,4.46875,4.8125,1
253680,3.914285,4.378571,4.409523,0.971428571
282484,4,4.343558,4.181818,0.928571429
252145,4,4.158333,4.814285,0.875
256940,3.857142,2.785714,4.428571,0.125
253953,3.666666,3.311111,4.230769,0.470588235
256939,3.846153,3.923076,4.153846,0.230769231
284601,3.916666,4.388888,4.583333,0.75
253546,4,4.3125,4.404761,0.896551724
253679,3.777777,4.277777,4.203703,0.789473684
253523,2.166666,3.111111,3.882352,-0.333333333
253588,3.92,4.005714,4.323076,0.84
257032,3.5,4.361111,3.972222,0.473684211
278827,4,4.105263,4.552631,0.842105263
256996,4,3.866666,4.518518,1
261960,4,3.738095,4.348214,0.862068966
253494,4,4.198412,4.589285,1
257062,4,4.47826,4.47826,0.958333333
256916,4,4.104166,4.083333,0.76
253589,4,4.444444,3.777777,1
290103,3.470588,4.085365,4.236842,0.722222222
253521,3.411764,3.882352,4.133333,0.647058824
253987,3.892857,4.261904,4.119047,0.75
261942,4,3.95,4.5,1
253465,4,3.90909,4.561403,0.875
256872,4,4.424,4.62,0.92
256976,4,4.263888,4.310344,0.84
253513,3.75,4.083333,3.875,0.583333333
278886,4,4.526785,4.182795,0.5
257075,3.95238,4.015873,4.47619,0.952380952
256971,3.861111,3.884259,4.007812,0.638888889
256960,3.875,4.15625,4.5625,0.875
253731,4,3.832962,4.529411,0.789473684
253570,4,4.541666,4.725,1
254003,3.941176,4.070588,4.647058,0.947368421
268997,4,4.324324,4.22,0.214285714
253933,4,4.727272,4.727272,0.818181818
263051,4,4.324074,4.493827,0.814814815
253702,4,3.907407,4.695652,0.833333333
253590,4,3.727272,4.28125,0.727272727
257148,4,4.47,4.68,1
253908,3.846153,4.153846,4.476923,0.846153846
256749,3.90909,3.454545,4.25,0.545454545
253603,3.888888,4.122222,4.222222,0.722222222
253668,4,4.485714,4.595238,0.952380952
253874,3.833333,4.416666,4.916666,0.666666667
252144,3.923076,4,4.472222,0.692307692
278430,4,4.666666,4.458333,0.916666667
260459,2.8,4.3,3.8,0.4
278833,4,3.870588,3.745098,0.529411765
253997,4,4.538461,4.461538,0.928571429
259824,2.428571,4.071428,3.285714,0
256899,4,4.277777,4.625,0.833333333
261444,4,4.5,4.291666,0.75
253696,3.95,3.783333,4.45,0.55
256768,4,3.794117,4.392156,1
260602,3.8,4.763157,4.815789,0.95
261928,4,4.307692,3.76923,0.571428571
261448,4,4.116666,4.445833,0.85
252130,3.933333,3.733333,3.916666,0.6
253968,3.9375,4.1875,4.2625,0.882352941
253753,4,3.978666,4.354838,0.482758621
253527,4,4.488,4.6,1
253591,4,3.736842,3.859649,0.666666667
252148,4,4.611764,4.62,0.705882353
256834,4,4.6,4.4,0.6
259807,3.9,4.6,4.633333,1
253723,3.571428,3.761904,3.928571,0.571428571
253505,3.954545,4.121212,4.590909,0.818181818
257080,4,3.708333,4.227272,0.111111111
253641,4,4.269841,4.333333,0.952380952
269018,3.058823,3.970588,4.529411,0.294117647
262013,3.821428,3.440476,4.178571,0.466666667
256994,4,4.2,4.56,0.92
278820,3.9375,3.951111,4.457142,1
260635,3.857142,3.878048,4.037037,0.857142857
253932,4,4.5,4.283333,0.7
260609,4,4.166666,4.666666,0.888888889
253983,4,4.1875,4.6875,1
282553,4,4,4.111111,1
261963,3.933333,4.155555,4.32,0.5625
257200,4,4.761904,4.857142,1
292371,2.666666,4.25,3.583333,0.333333333
253710,4,4.346153,4.653846,1
257180,4,4.846153,5,0.909090909
253730,4,4.384615,4.76923,0.923076923
256947,4,4.346153,4.24852,0.923076923
257157,4,3.979166,4.787234,0.941176471
253686,4,4.56,4.716666,1
278856,3.941176,3.882352,4.282352,0.882352941
253615,4,4.454545,4.863636,1
256832,4,4.263157,4.636363,1
261996,4,3.97619,4.324324,0.857142857
277941,2.857142,3.228571,3.5,0.428571429
253780,4,4.607142,4,0.933333333
252157,4,4.265957,4.642857,1
257193,4,4.540697,4.604651,1
282500,4,4.063157,4.22807,0.9
262092,3.958333,3.527777,4.5,0.791666667
256991,4,4.75,4.555555,1
257151,3.729729,3.526615,3.80851,-0.351351351
252119,4,3.895833,3.395833,0.294117647
256986,3.76923,4.615384,4.666666,0.846153846
257089,3.969696,4.378787,4.469696,0.852941176
253869,4,4.121212,4.704545,1
256801,4,4.716666,4.5,1
256943,4,4.419642,4.428571,0.857142857
261941,3.741935,4.080645,3.709677,0.387096774
253501,4,4.568181,4.863636,1
269017,4,4.402777,4.361111,1
256860,4,4.583333,4.166666,0.857142857
257178,4,4.557894,4.736842,0.894736842
261991,4,4.326923,4.346153,1
257144,4,4.282051,4.179487,0.923076923
253621,3.826086,4.369565,4.695652,0.913043478
256755,4,3.615384,4.794871,0.933333333
256945,4,4.45,4.375,0.75
254007,3.4,4.25,4,0.55
278431,4,4.442307,4.538461,0.846153846
256941,3.941176,4.229508,4.577777,0.941176471
269533,4,3.866666,3.857142,0.25
253909,3.766666,3.644444,4.349397,0.566666667
256829,3.8,3.64,4.685714,0.72
289046,4,3.7375,3.92,0.772727273
256944,4,4.424581,4.18644,0.766666667
261469,4,3.907692,4.571428,0.846153846
260626,3.608695,3.521739,4.056818,0.565217391
256954,3.923076,4.261904,4.122807,0.692307692
285638,4,4.290909,4.121212,0.916666667
282492,3.833333,4.233333,4.388888,0.916666667
256972,4,4.323076,4.653846,1
253736,3.857142,3.871794,4.212765,0.666666667
257057,4,3.959459,4.594594,0.96
285906,3.88,4.264,3.973333,0.84
257039,4,4.75,4.666666,0.833333333
256806,4,4.547619,4.785714,1
253726,4,4.427083,4.270833,0.875
253875,3.75,4.458333,4.583333,0.75
256821,3.3,4.216666,3.825,0.318181818
257018,3.954545,4.172727,4.022727,0.782608696
262001,3.1875,3.958333,4.09375,0.5625
256926,3.857142,4,4.25,0.571428571
252131,4,4.30909,4.545454,1
256934,4,3.545454,3.90909,-0.166666667
260624,4,4.367647,4.785714,0.971428571
253880,4,4.333333,3.944444,0.9
262025,4,3.75,4,0.692307692
275660,4,4.220472,4.488372,1
256951,4,4.190476,4.14423,0.821428571
253911,3.761904,3.605442,4.428571,0.285714286
278877,4,4.575,4.6,1
257196,4,3.755555,4.166666,0.733333333
257093,4,4.47619,4.492063,0.952380952
253577,4,3.933333,3.833333,0.666666667
257165,3.928571,4.142857,4.296296,0.785714286
252154,4,4.356521,4.764705,0.826086957
253986,3.916666,4.741379,4.671875,0.833333333
253887,3.166666,4,4.007575,-0.25
253958,4,4.088235,4.144796,0.944444444
253797,3.95238,4.119047,4.261904,0.818181818
256905,4,4.289099,4.702127,0.892857143
256836,4,4.338541,3.9375,0.818181818
253732,3.95,3.940239,3.875,0.619047619
261999,4,3.819047,4.355371,0.76744186
268889,4,4.25,4.583333,1
256765,4,4.51,4.28,0.96
254002,4,4.214285,4.690476,1
253496,4,4.0625,4.474576,0.9375
257027,4,4.491935,4.60215,0.806451613
261949,4,4.430555,4.648148,0.833333333
278876,4,3.58,4.543478,0.833333333
259826,4,4.166666,4.458333,1
278815,3.470588,3.898989,4.108108,0.166666667
256734,3.833333,4.043478,4.456521,0.583333333
253885,3.928571,4.535714,4.714285,0.928571429
253972,3.7,4.833333,4.211111,0.733333333
282495,4,4.245614,3.763157,0.7
269509,3.6,3.933333,4.32,0.5
253981,4,4.680555,4.708333,0.833333333
261440,3.714285,4.380952,4.541666,0.666666667
253988,3.925925,4.28395,4.518518,0.777777778
256833,3.875,4.1875,4.34375,0.764705882
256805,3.864864,4.175115,4.342465,0.594594595
261995,3.75,4.341666,4.15,0.75
256763,4,3.894736,4.710526,0.95
256886,4,4.485714,4.4,0.914285714
253903,3.916666,4.583333,4.194444,0.916666667
261929,3.956521,3.894409,4.267857,0.875
261946,4,4.344827,4.547169,1
253457,4,3.733333,4.05,0.6
257088,4,4.558974,4.743589,1
261934,4,4.025974,4.454545,0.846153846
259825,2.857142,3.971428,3.357142,0.142857143
284602,4,4.460317,4.361702,0.952380952
278811,3.95238,4.009523,4.035087,0.857142857
253776,4,4.090909,4.610169,1
256993,3.941176,4.394957,4.590909,1
257081,4,4.215384,3.961538,0.8
253768,4,3.863157,4.350877,0.842105263
269014,4,4.317647,4.352941,0.823529412
285207,4,4.571428,4.238095,1
285912,4,4.54,4.266666,1
256842,3.261904,3.73116,4.120879,0.261904762
278831,4,3.76923,4.351648,0.730769231
256892,3.636363,4.054545,4.333333,0.454545455
253969,3.90625,3.943396,4.393442,0.59375
253925,4,4.495652,4.673913,0.923076923
257191,4,4.071428,4.474358,0.971428571
253503,4,4.2,4.8,1
277179,4,4.622222,4.466666,1
256820,4,3.444444,4.416666,0.666666667
278845,3.823529,3.9875,4.080357,0.833333333
261939,4,4.2125,4.55,1
282498,4,4.627218,4.649122,0.933333333
256835,3.823529,4.023809,4.212121,0.705882353
262009,3.851851,4.37037,4.098765,0.703703704
253864,4,4.678571,4.785714,1
253533,4,3.8,4.1,0.6
253913,4,4.304054,4.54054,0.972972973
262004,3.727272,4.136363,3.681818,0.727272727
253674,4,4.227272,4.484848,1
261930,3.944444,3.833333,3.763888,0.555555556
301887,4,4.241071,4.488095,0.793103448
253635,4,4.277777,4.666666,0.7
257182,4,3.933333,4.58,0.84
262031,4,4.297619,4.419047,0.952380952
257106,4,4.1,3.472222,0.75
278836,3.791666,4.279761,4.625,0.958333333
269942,4,4.584615,4.384615,0.923076923
260613,3.866666,4.466666,4.733333,0.8
278844,4,4.6,4.8,0.9
253769,4,4.428571,4.5,1
253467,3.9375,4.1125,4.5625,0.875
278813,4,4.051502,3.921052,0.666666667
253484,4,4.083333,4.583333,1
253456,4,4.25,4.38,0.92
282487,4,4.113636,3.75,0.727272727
253567,4,4.365384,4.46875,1
256796,4,4.764705,4.853658,1
257168,3,4.1875,4.275,0.375
253579,3.866666,4.55,4.933333,1
257188,4,4.433333,3.941666,0.476190476
257183,4,4.545454,4.515151,0.818181818
282490,3.941176,3.865546,4.382352,0.6
252135,4,4.536842,4.552631,0.789473684
253891,4,4.114285,4.265306,0.636363636
256830,4,4.037037,4.40909,0.555555556
253685,4,4.315217,4.673913,0.956521739
257136,3.25,4.25,4.125,0.666666667
256747,4,4.191176,4.108597,0.764705882
253738,4,4.079365,4.696428,1
262096,3.939393,4.151515,4.7,0.848484848
256884,3.833333,4.833333,4.942307,1
278871,4,4.22,3.8,0.75
253646,4,4.52,4.28,0.64
256703,4,4.129629,4.555555,0.944444444
261970,3.8,4.04,4.266666,0.416666667
253543,4,4.433333,4.611111,0.789473684
278818,4,3.986547,4.222222,0.470588235
253655,4,4.466101,4.525423,0.866666667
260630,4,4.24,4.692307,0.96
253714,4,4.464285,4.178571,0.928571429
253611,4,4.90909,4.939393,0.727272727
253571,4,4.243243,4.413793,0.933333333
253992,4,4.033333,4.083333,1
257192,4,4.65,4.931818,0.875
284600,4,4.222222,4.138888,0.333333333
289047,3.923076,4.230769,4.153846,0.538461538
